Name;City;Country;ICAO;;;;
Dirranbandi Airport;;Australia;YDBI;;;;
Deniliquin Airport;Deniliquin;Australia;YDLQ;;;;
Dysart Airport;;Australia;YDYS;;;;
Echuca Airport;;Australia;YECH;;;;
Forbes Airport;Forbes;Australia;YFBS;;;;
Gunnedah Airport;;Australia;YGDH;;;;
Hay Airport;;Australia;YHAY;;;;
Hopetoun Airport;;Australia;YHPN;;;;
Kerang Airport;;Australia;YKER;;;;
Kempsey Airport;;Australia;YKMP;;;;
Kingaroy Airport;;Australia;YKRY;;;;
Latrobe Valley Airport;Morwell;Australia;YLTV;;;;
Mareeba Airport;;Australia;YMBA;;;;
Ngukurr Airport;;Australia;YNGU;;;;
Narromine Airport;;Australia;YNRM;;;;
Port Pirie Airport;;Australia;YPIR;;;;
Smithton Airport;;Australia;YSMI;;;;
Snake Bay Airport;;Australia;YSNB;;;;
Stawell Airport;;Australia;YSWL;;;;
Tibooburra Airport;;Australia;YTIB;;;;
Tumut Airport;;Australia;YTMU;;;;
Wangaratta Airport;;Australia;YWGT;;;;
Warracknabeal Airport;;Australia;YWKB;;;;
Warren Airport;;Australia;YWRN;;;;
West Sale Airport;Sale;Australia;YWSL;;;;
West Wyalong Airport;West Wyalong;Australia;YWWL;;;;
Young Airport;;Australia;YYNG;;;;
Guangzhou MR Air Base;Guanghua;China;ZHGH;;;;
Shiyan Wudangshan Airport;Shiyan;China;ZHSY;;;;
Sunchon Air Base;Sunchon;North Korea;ZKSC;;;;
Huatugou Airport;Mengnai;China;ZLHX;;;;
Baruun Urt Airport;;Mongolia;ZMBU;;;;
Bengbu Airport;Bengbu;China;ZSBB;;;;
Rugao Air Base;Rugao;China;ZSRG;;;;
Wuhu Air Base;Wuhu;China;ZSWU;;;;
Shanshan Airport;Shanshan;China;ZWSS;;;;
Yingkou Lanqi Airport;Yingkou;China;ZYYK;;;;
Shenyang Dongta Airport;Shenyang;China;ZYYY;;;;
Bogorodskoye Airport;Bogorodskoe;Russia;UHNB;;;;
Itapiranga Airport;Itapiranga;Brazil;SSYT;;;;
Aguas Calientes Airport;Aguas Calientes;Peru;SPAT;;;;
Rajiv Gandhi International Airport;Hyderabad;India;VOHS;;;;
Vancouver International Seaplane Base;Vancouver;Canada;CAM9;;;;
Bressaucourt Airport;Bressaucourt-Porrentruy;Switzerland;LSZQ;;;;
Parakou Airport;Parakou;Benin;DBBP;;;;
Kandi Airport;Kandi;Benin;DBBK;;;;
Sokodé Airport;Sokode;Togo;DXSK;;;;
Sansanné-Mango Airport;Mango;Togo;DXMG;;;;
Arnbruck Airport;Arnbruck;Germany;EDNB;;;;
Jacarepaguá - Roberto Marinho Airport;Rio de Janeiro;Brazil;SBJR;;;;
Hacaritama Airport;Aguachica;Colombia;SKAG;;;;
Hermannsburg Airport;Hermannsburg;Australia;YHMB;;;;
Mount Davies Airport;Pipalyatjara;Australia;YMDV;;;;
Areyonga Airport;Areyonga;Australia;YARN;;;;
Tracy Municipal Airport;Tracy;United States;KTCY;;;;
Mount Allan Airport;Yuelamu;Australia;YMNA;;;;
Everard Park Airport;Mimili;Australia;YEVP;;;;
Warrabri Airport;Ali-Curung;Australia;YWBI;;;;
Krefeld-Egelsberg Airport;Krefeld;Germany;EDLK;;;;
Baidoa Airport;Baidoa;Somalia;HCMB;;;;
Ampilatwatja Airport;Ampilatwatja;Australia;YAMJ;;;;
Kings Creek Airport;Petermann;Australia;YKCS;;;;
Harts Range Airport;Harts Range;Australia;YHTS;;;;
Elliott Airport;Elliott;Australia;YELL;;;;
Papunya Airport;Papunya;Australia;YPAY;;;;
Fregon Airport;Fregon;Australia;YFRG;;;;
Mount Liebig Airport;Mt Liebig;Australia;YLBG;;;;
Bolton Field;Columbus;United States;KTZR;;;;
Baltrum Airport;Baltrum;Germany;EDWZ;;;;
Skagit Regional Airport;Skagit;United States;KBVS;;;;
Goondiwindi Airport;Goondiwindi;Australia;YGDI;;;;
Liman Airfield;Odesa;Ukraine;UKOE;;;;
Lognes Emerainville Airport;Lognes;France;LFPL;;;;
Marion County Brown Field;Jasper;United States;KAPT;;;;
Evergreen Regional Airport/Middleton Field;Evergreen;United States;KGZH;;;;
Pryor Field Regional Airport;Decatur;United States;KDCU;;;;
Glasgow Municipal Airport;Glasgow;United States;KGLW;;;;
Danielson Airport;Danielson;United States;KLZD;;;;
Docker River Airport;Docker River;Australia;YDVR;;;;
Clearfield Lawrence Airport;Clearfield;United States;KFIG;;;;
Jasper County Airport;Rensselaer;United States;KRZL;;;;
Ti Tree Airport;Ti Tree;Australia;YTIT;;;;
Sabetta International Airport;Sabetta;Russia;USDA;;;;
Alxa Left Banner Bayanhot Airport;Alxa Left Banner;China;ZBAL;;;;
El Fuentero Airport;Svenborg;Denmark;SVFT;;;;
Sturgate Airfield;Eger;Hungary;EGCS;;;;
Simberi Airport;Simberi Island;Papua New Guinea;AYSE;;;;
Bulolo Airport;Bulolo;Papua New Guinea;AYBU;;;;
Kintore Airport;Kintore;Australia;YKNT;;;;
Statesboro Bulloch County Airport;Statesboro;United States;KTBR;;;;
Utopia Airport;Utopia;Australia;YUTP;;;;
Nyrripi Airport;Nyirripi;Australia;YNRR;;;;
Amata Airport;Amata;Australia;YAMT;;;;
Glacier Country Heliport;Franz Josef;New Zealand;NZGH;;;;
Erldunda Airport;Erldunda;Australia;YERL;;;;
Helisul I Heliport;Foz do Iguassu;Brazil;SSHH;;;;
Finke Airport;Finke;Australia;YFNE;;;;
Humberto Ghizzo Bortoluzzi Regional Airport;Jaguaruna;Brazil;SBJA;;;;
Nypari Airport;Angatja Homeland;Australia;YNYP;;;;
Ihtiman Airfield;Ihtiman;Bulgaria;LBHT;;;;
Vogtareuth Airport;Vogtareuth;Germany;EDNV;;;;
[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way;Not Specified;New Zealand;XXXX;;;;
New Smyrna Beach Municipal Airport;New Smyrna Beach;United States;KEVB;;;;
Las Vegas Helicopters Heliport;Las vegas;United States;NV03;;;;
Delta Camp Airport;Delta Camp;Botswana;FBDT;;;;
Hwange (Town) Airport;Hwange;Zimbabwe;FVWT;;;;
Harbour (Public) Heliport;Vancouver;Canada;CBC7;;;;
Victoria Harbour (Camel Point) Heliport;Victoria;Canada;CBF7;;;;
Shushenskoye Airport;Shushenskoye;Russia;UNAU;;;;
Stockerau Airport;Stockerau;Austria;LOAU;;;;
Klaipėda Airport;Klaipeda;Lithuania;EYKL;;;;
Iowa County Airport;MINERAL POINT;United States;KMRJ;;;;
West Bend Municipal Airport;WEST BEND;United States;KETB;;;;
Gaylord Regional Airport;GAYLORD;United States;KGLR;;;;
Anderson Municipal Darlington Field;ANDERSON;United States;KAID;;;;
Cenej Airport;Novi Sad;Serbia;LYNS;;;;
Grundarfjörður Airport;Grundarfjordur;Iceland;BIGF;;;;
Prairie Du Chien Municipal Airport;Prairie du Chien;United States;KPDC;;;;
Cascade Heliport;Kobok;Indonesia;WA98;;;;
Air Orlando Heliport;Orlando;United States;2FD7;;;;
Tórshavn/Bodanes Heliport;Torshavn;Faroe Islands;EKTB;;;;
Otjiwarongo Airport;Otjiwarongo;Namibia;FYOW;;;;
RAF Mona;Mona;United Kingdom;EGOQ;;;;
Rerik-Zweedorf Airport;Rerik;Germany;EDCR;;;;
Fazenda Vaticano Airport;Cruz;Brazil;SSVV;;;;
Stanly County Airport;Albemarle;United States;KVUJ;;;;
Davidson County Airport;Lexington;United States;KEXX;;;;
Windwood Fly-In Resort Airport;Davis;United States;WV62;;;;
Lathan Strip;Mocksville;United States;5NC2;;;;
Double Eagle II Airport;Albuquerque;United States;KAEG;;;;
Socorro Municipal Airport;Socorro;United States;KONM;;;;
Bentonville Municipal-Louise M Thaden Field;Bentonville;United States;KVBT;;;;
Blue Ridge Airport;Martinsville;United States;KMTV;;;;
Mount Airy Surry County Airport;Mount Airy;United States;KMWK;;;;
Taos Regional Airport;Taos;United States;KSKX;;;;
Raton Municipal-Crews Field;Raton;United States;KRTN;;;;
Rusk County Airport;Ladysmith;United States;KRCX;;;;
Perry Lefors Field;Pampa;United States;KPPA;;;;
William R. Pogue Municipal Airport;Sand Springs;United States;KOWP;;;;
Marion County Regional Airport;Flippin;United States;KFLP;;;;
Hutchinson County Airport;Borger;United States;KBGD;;;;
Budaörs Airfield;Budaoers;Hungary;LHBS;;;;
Jakabszállás Airport;Jakabszallas;Hungary;LHJK;;;;
St. Helena Airport;Longwood;United Kingdom;FHSH;;;;
Bonn-Hangelar Airport;Sankt-Augustin;Germany;EDKB;;;;
Nogliki Airport;Nogliki;Russia;UHSN;;;;
Santa Ynez Airport;Santa Ynez;United States;KIZA;;;;
Delingha Airport;Haixi;China;ZLDL;;;;
Qionghai Bo'ao Airport;Qionghai;China;ZJQH;;;;
Northeim Airport;Northeim;Germany;EDVN;;;;
Reggio Emilia Airport;Reggio Emilia;Italy;LIDE;;;;
Bowen Airport;Bowen;Australia;YBWN;;;;
Ulanqab Jining Airport;Wulanchabu;China;ZBUC;;;;
Odienne Airport;Odienne;Cote d'Ivoire;DIOD;;;;
Siguiri Airport;Siguiri;Guinea;GUSI;;;;
Nzérékoré Airport;Nzerekore;Guinea;GUNZ;;;;
Boolgeeda;Brockman;Australia;YBGD;;;;
Shaoyang Wugang Airport;Shaoyang;China;ZGSY;;;;
9 de Maio - Teixeira de Freitas Airport;Teixeira de Freitas;Brazil;SNTF;;;;
Spartanburg Downtown Memorial Airport;Spartangurg;United States;KSPA;;;;
Bajawa Soa Airport;Bajawa;Indonesia;WATB;;;;
Torgau-Beilrode Airport;Gransee;Germany;EDOG;;;;
Annobón Airport;San Antonio de Pale;Equatorial Guinea;FGAB;;;;
Renk Airport;Huangshan;China;HSRN;;;;
Oyo Ollombo Airport;Oyo;Congo (Brazzaville);FCOD;;;;
Port Hardy Seaplane Base;Port Hardy;Canada;CAW5;;;;
Tri-City Airport;Parsons;United States;KPPF;;;;
Boun Neau Airport;Phongsaly;Laos;VLFL;;;;
Waycross Ware County Airport;Waycross;United States;KAYS;;;;
Blaise Diagne International Airport;Diass;Senegal;GOBD;;;;
Mid-State Regional Airport;Philipsburg;United States;KPSB;;;;
Greater Portsmouth Regional Airport;Portsmouth;United States;KPMH;;;;
Coonawarra Airport;Coonawarra;Australia;YCNQ;;;;
Naracoorte Airport;Naracoorte;Australia;YNRC;;;;
Camilla Mitchell County Airport;Camilla;United States;KCXU;;;;
Clarenville Airport;Clarenville;Canada;CCZ3;;;;
Ponta Grossa Airport - Comandante Antonio Amilton Beraldo;Ponta Grossa;Brazil;SSZW;;;;
Palenque International Airport;Palenque;Mexico;MMPQ;;;;
Caloundra Airport;Caloundra;Australia;YCDR;;;;
Clarks Point Airport;Clarks Point;United States;PFCL;;;;
Ospika Airport;Williston Lake;Canada;CBA9;;;;
Charlottetown Airport;Charlottetown;Canada;CCH4;;;;
Doris Lake;Doris Lake;Canada;CDL7;;;;
Costa Esmeralda Airport;Tola;Nicaragua;MNCE;;;;
Monte Cristi Airport;Montecristi;Dominican Republic;MDMC;;;;
El Papalon Airport;San Miguel;El Salvador;MSSM;;;;
Sandpoint Airport;Sandpoint;United States;KSZT;;;;
Attu Heliport;Attu;Greenland;BGAT;;;;
Kangaatsiaq Heliport;Kangaatsiaq;Greenland;BGKA;;;;
Kitsissuarsuit Heliport;Kitsissuarsuit;Greenland;BGKT;;;;
Niaqornaarsuk Heliport;Niaqornaarsuk;Greenland;BGNK;;;;
Ilimanaq Heliport;Ilimanaq;Greenland;BGIL;;;;
Qeqertaq Heliport;Qeqertaq;Greenland;BGQE;;;;
Saqqaq Heliport;Saqqaq;Greenland;BGSQ;;;;
Savissivik Heliport;Savissivik;Greenland;BGSV;;;;
Siorapaluk Heliport;Siorapaluk;Greenland;BGSI;;;;
Aappilattoq (Qaasuitsup) Heliport;Aappilattoq;Greenland;BGAG;;;;
Innarsuit Heliport;Innaarsuit;Greenland;BGIN;;;;
Kangersuatsiaq Heliport;Kangersuatsiaq;Greenland;BGKS;;;;
Kullorsuaq Heliport;Kullorsuaq;Greenland;BGKQ;;;;
Nuussuaq Heliport;Nuussuaq;Greenland;BGNU;;;;
Tasiusaq (Qaasuitsup) Heliport;Tasiusaq;Greenland;BGTA;;;;
Upernavik Kujalleq Heliport;Upernavik Kujalleq;Greenland;BGKL;;;;
Aappilattoq (Kujalleq) Heliport;Aappilattoq;Greenland;BGAQ;;;;
Tasiusaq (Kujalleq) Heliport;Tasiusaq;Greenland;BGTQ;;;;
Narsaq Kujalleq Heliport;Narsaq Kujalleq;Greenland;BGFD;;;;
Ikamiut Heliport;Ikamiut;Greenland;BGIT;;;;
Ammassivik Heliport;Ammassivik;Greenland;BGAS;;;;
Eqalugaarsuit Heliport;Eqalugaarsuit;Greenland;BGET;;;;
Qassimiut Heliport;Qassimiut;Greenland;BGQT;;;;
Tiniteqilaaq Heliport;Tiniteqilaaq;Greenland;BGTN;;;;
Isortoq Heliport;Isortoq;Greenland;BGIS;;;;
Kuummiut Heliport;Kuummiit;Greenland;BGKM;;;;
Sermiligaaq Heliport;Sermiligaaq;Greenland;BGSG;;;;
Ikerassaarsuk Heliport;Ikerasaarsuk;Greenland;BGIK;;;;
Illorsuit Heliport;Illorsuit;Greenland;BGLL;;;;
Nuugaatsiaq Heliport;Nuugaatsiaq;Greenland;BGNQ;;;;
Saattut Heliport;Saattut;Greenland;BGST;;;;
Ikerasak Heliport;Ikerasak;Greenland;BGIA;;;;
Niaqornat Heliport;Niaqornat;Greenland;BGNT;;;;
Ukkusissat Heliport;Ukkusissat;Greenland;BGUT;;;;
Olhos D`água Airport;Agua Boa;Brazil;SWHP;;;;
Novo Progresso Airport;Novo Progresso;Brazil;SJNP;;;;
Adolino Bedin Regional Airport;Sorriso;Brazil;SBSO;;;;
Serra da Capivara Airport;Sao Raimundo Nonato;Brazil;SWKQ;;;;
Encarnación Airport;Encarnacion;Paraguay;SGEN;;;;
Amatopo Airstrip;Amatopo;Suriname;SMAM;;;;
Poeketi Airstrip;Poeketi;Suriname;SMPE;;;;
Godo Holo Airstrip;Pikienkondre of Miranda;Suriname;SMGH;;;;
Anholt Airport;Anholt;Denmark;EKAT;;;;
St Pierre d'Oléron Airfield;Saint Pierre d'Oleron;France;LFDP;;;;
Semur En Auxois Airfield;Semur en Auxois;France;LFGQ;;;;
Urzhar Airport;Urzhar;Kazakhstan;UASU;;;;
Pyramiden Heliport;Pyramiden;Norway;ENPY;;;;
Lipki Air Base;Minsk;Belarus;UMMI;;;;
Zermatt  Heliport;Zermatt;Switzerland;LSEZ;;;;
Nikolskoye Airport;Nikolskoye;Russia;UHPX;;;;
Tilichiki Airport;Tilichiki;Russia;UHPT;;;;
Nyurba Airport;Nyurba;Russia;UENN;;;;
Sakkyryr Airport;Batagay-Alyta;Russia;UEBS;;;;
Ust-Kuyga Airport;Ust-Kuyga;Russia;UEBT;;;;
Verkhnevilyuisk Airport;Verkhnevilyuysk;Russia;UENI;;;;
Mendeleyevo Airport;Yuzhno-Kurilsk;Russia;UHSM;;;;
Yamburg Airport;Yamburg;Russia;USMQ;;;;
Shakhtyorsk Airport;Shakhtyorsk;Russia;UHSK;;;;
Talakan Airport;Talakan;Russia;UECT;;;;
Mama Airport;Mama;Russia;UIKM;;;;
Aarhus Seaplne Terminal;Aarhus;Denmark;EKAC;;;;
Oakland Troy Airport;Troy;United States;KVLL;;;;
Stratford Municipal Airport;Stratford;Canada;CYSA;;;;
Edmundston Airport;Edmundston;Canada;CYES;;;;
Red Dog Airport;Red Dog;United States;PADG;;;;
Impfondo Airport;Impfondo;Congo (Brazzaville);FCOI;;;;
El Bayadh Airport;El Bayadh;Algeria;DAOY;;;;
Alzintan Airport;Zintan;Libya;HLZN;;;;
Monkey Bay Airport;Monkey Bay;Malawi;FWMY;;;;
Suwałki Airport;Suwalki;Poland;EPSU;;;;
Srr Ahmadu Bello International Airport;Birnin Kebbi;Nigeria;DNBK;;;;
Sir Abubakar Tafawa Balewa International Airport;Bauchi;Nigeria;DNBC;;;;
Gombe Lawanti International Airport;Gombe;Nigeria;DNGO;;;;
Dutse International Airport;Dutse;Nigeria;DNDS;;;;
Jalingo Airport;Jalingo;Nigeria;DNJA;;;;
Kolda North Airport;Kolda;Senegal;GODK;;;;
King Mswati III International Airport;Manzini;Swaziland;FDSK;;;;
Kilwa Masoko Airport;Kilwa Masoko;Tanzania;HTKI;;;;
West Kilimanjaro Airport;Kilimanjaro;Tanzania;HTWK;;;;
Moshi Airport;Moshi;Tanzania;HTMS;;;;
Mansa Airport;Mansa;Zambia;FLMA;;;;
Ghazni Airport;Ghazni;Afghanistan;OAGN;;;;
Baicheng Chang'an Airport;Baicheng;China;ZYBA;;;;
Longnan Chengzhou Airport;Longnan;China;ZLLN;;;;
Shangrao Sanqingshan Airport;Shangrao;China;ZSSR;;;;
Songyuan Chaganhu Airport;Songyuan;China;ZYSQ;;;;
Jiansanjiang Airport;Jiansanjiang;China;ZYJS;;;;
Zunyi Maotai Airport;Zunyi;China;ZUMT;;;;
Libo Airport;Libo;China;ZULB;;;;
Chengde Puning Airport;Chengde;China;ZBCD;;;;
Wudalianchi Dedu Airport;Wudalianchi;China;ZYDU;;;;
Ejin Banner-Taolai Airport;Ejin Banner;China;ZBEN;;;;
Alxa Right Banner Badanjilin Airport;Alxa Right Banner;China;ZBAR;;;;
Holingol Huolinhe Airport;Holingol;China;ZBHZ;;;;
Golog Maqin Airport;Golog;China;ZLGL;;;;
Yeerqiang Airport;Yarkant;China;ZWSC;;;;
Tezu Airport;Tezu;India;VETJ;;;;
Cangyuan Washan Airport;Cangyuan;China;ZPCW;;;;
Lancang Jingmai Airport;Lancang Lahu;China;ZPJM;;;;
Ninglang Luguhu Airport;Ninglang;China;ZPNL;;;;
Pimenta Bueno Airport;Pimenta Bueno;Brazil;SWPM;;;;
Ariquemes Airport;ARIQUEMES;Brazil;SJOG;;;;
Fazenda Spartacus Airport;COLNIZA;Brazil;SIXZ;;;;
Xinzhou Wutaishan Airport;Xinzhou;China;ZBXZ;;;;
Chengjisihan Airport;Zhalantun;China;ZBZL;;;;
Fazenda Mequens Airport;ALTA FLORESTA D'OESTE;Brazil;SJTF;;;;
Prainha Airport;APUI;Brazil;SWYN;;;;
Mostardas Airport;SANTO ANTONIO DO MATUPI;Brazil;SSMT;;;;
Santo Domingo Airport;CONSELVAN;Brazil;SCSN;;;;
Adampur Airport;Adampur;India;VIAX;;;;
Vijayanagar Aerodrome (JSW);Toranagallu;India;VOJV;;;;
Shirdi Airport;Shirdi;India;VASD;;;;
Jeypore Airport;Jeypore;India;VEJP;;;;
Trunojoyo Airport;Sumenep;Indonesia;WART;;;;
Lasondre Airport;Batu Islands;Indonesia;WIMO;;;;
Rokot Airport;Sipora;Indonesia;WIBR;;;;
Pasir Pangaraan Airport;Pasir Pangaraian;Indonesia;WIDE;;;;
Sei Bati Airport;Tanjung Balai Karimun;Indonesia;WIBT;;;;
Departi Parbo Airport;Kerinci Regency;Indonesia;WIPH;;;;
Namrole Airport;Buru Island;Indonesia;WAPG;;;;
Namlea Airport;Namlea;Indonesia;WAPR;;;;
Rar Gwamar Airport;Dobo;Indonesia;WAPD;;;;
Emalamo Sanana Airport;Sanana;Indonesia;WAPN;;;;
Ayawasi Airport;Ayawasi;Indonesia;WASA;;;;
Bunyu Airport;Bunyu;Indonesia;WALV;;;;
Buol Airport;Buol;Indonesia;WAMY;;;;
Sugimanuru Airport;Raha;Indonesia;WAWR;;;;
Jask Airport;Jask;Iran;OIZJ;;;;
Frankfort Dow Memorial Field;Frankfort;United States;KFKS;;;;
Cheboygan County Airport;Cheboygan;United States;KSLH;;;;
Kozushima Airport;Kozushima;Japan;RJAZ;;;;
Kazarman Airport;Kazarman;Kyrgyzstan;UAFZ;;;;
Kerben Airport;Kerben;Kyrgyzstan;UAFE;;;;
Naryn Airport;Naryn;Kyrgyzstan;UAFN;;;;
Sayaboury Airport;Sainyabuli;Laos;VLSB;;;;
Baglung Airport;Baglung;Nepal;VNBL;;;;
Rajbiraj Airport;Rajbiraj;Nepal;VNRB;;;;
Duqm International Airport;Duqm;Oman;OODQ;;;;
Palanan Community Airport;Palanan;Philippines;RPLN;;;;
Itbayat Airport;Itbayat;Philippines;RPLT;;;;
Catbalogan Airport;Catbalogan City;Philippines;RPVY;;;;
Maasin Airport;Maasin;Philippines;RPSM;;;;
Bantayan Airport;Bantayan;Philippines;RPSB;;;;
Biliran Airport;Biliran;Philippines;RPVQ;;;;
Fazenda Várzea Funda Airport;PRIMAVERA D'OESTE;Brazil;SIEL;;;;
Primavera do Leste Airport;PRIMAVERA DO LESTE;Brazil;SWPY;;;;
Croker Island Airport;Croker Island;Australia;YCKI;;;;
The Granites Airport;The Granites;Australia;YTGT;;;;
Barimunya Airport;Barimunya;Australia;YBRY;;;;
Laucala Island Airport;Laucala;Fiji;NFNH;;;;
Yasawa Island Airport;Yasawa Island;Fiji;NFSW;;;;
North Shore Aerodrome;North Shore;New Zealand;NZNE;;;;
John C Tune Airport;Nashville;United States;KJWN;;;;
Okiwi Station Airport;Okiwi;New Zealand;NZOX;;;;
Waiheke Reeve Airport;Waiheke Island;New Zealand;NZKE;;;;
Karamea Airport;Karamea;New Zealand;NZKM;;;;
Jastarnia Airport;Jastarnia;Poland;EPJA;;;;
Nop Goliat Airport;Dekai;Indonesia;WAVD;;;;
Napuka Island Airport;Napuka;French Polynesia;NTGN;;;;
Faaite Airport;Faaite;French Polynesia;NTKF;;;;
Nukutavake Airport;Nukutavake;French Polynesia;NTGW;;;;
Vahitahi Airport;Vahitahi;French Polynesia;NTUV;;;;
Hikueru Atoll Airport;Hikueru;French Polynesia;NTGH;;;;
Raroia Airport;Raroia;French Polynesia;NTKO;;;;
Kauehi Airport;Kauehi;French Polynesia;NTKA;;;;
Tatakoto Airport;Tatakoto;French Polynesia;NTGO;;;;
Sasereme Airport;Sasereme;Papua New Guinea;AYSS;;;;
Tanah Merah Airport;Boven Digoel;Indonesia;WAKT;;;;
Denali Airport;McKinley Park;United States;AK06;;;;
Comte. Rolim Adolfo Amaro–Jundiaí State Airport;Jundiai;Brazil;SBJD;;;;
Potomac Airpark;Berkeley Springs;United States;KW35;;;;
Helisul IV Heliport;Foz Do Iguacu;Brazil;SSHS;;;;
Brits Airport;Brits;South Africa;FABS;;;;
West Melton Aerodrome;West Melton;New Zealand;NZWL;;;;
Rangiora Airfield;Rangiora;New Zealand;NZRT;;;;
Fazenda Jatobasso Airport;JARU;Brazil;SIDG;;;;
FIC Heliport;MACHADINHO D'OESTE;Brazil;SIMC;;;;
Noonkanbah Airport;Noonkanbah;Australia;YNKA;;;;
Algeciras Heliport;Algeciras;Spain;LEAG;;;;
Chepelevka Airport;Uzyn;Ukraine;UKKH;;;;
Fazenda São Nicolau Airport;COTRIGUACU;Brazil;SWQT;;;;
Kisoro Airport;Kisoro;Uganda;HUKI;;;;
Kasese Airport;Kasese;Uganda;HUKS;;;;
Stennis International Airport;Bay St. Louis;United States;KHSA;;;;
Sunchales Aeroclub Airport;Sunchales;Argentina;SAFS;;;;
Istanbul Airport;Istanbul;Turkey;LTFM;;;;
Seldovia Airport;Seldovia;United States;PASO;;;;
Lutselk'e Airport;Lutselk'e;Canada;CYLK;;;;
Engeløy Airport;Engeløy;Norway;ENEN;;;;
Dwangwa Airport;Dwangwa;Malawi;FWDW;;;;
Paloich Airport; Heliport;Higleig;HGI;;;;32.500.556
Julian Carroll Airport;Jackson;United States;KJKL;;;;
Beaufort MCAS - Merritt Field;Beaufort;United States;KNBC;;;;
Camp Pendleton MCAS (Munn Field) Airport;Oceanside;United States;KNFG;;;;
Aerodromo de Castelo Branco;Castelo Branco;Portugal;LPCB;;;;
Ponte de Sor Airport;Ponte de Sôr;Portugal;LPSO;;;;
Vilar de Luz Airfield;Maia;Portugal;LPVL;;;;
Hard Bargain Airport;;Bahamas;MYLR;;;;
Kenebetsu JASDF Airfield;Kenebetsu;Japan;RJCS;;;;
Augusto Severo Airport;Natal;Brazil;SBNT;;;;
Kishangarh Airport;Ajmer;India;VIKG;;;;
Kannur International Airport;Kannur;India;VOKN;;;;
Beijing Xijiao Airport;Beijing;China;ZBBB;;;;
Flores Airport;MANAUS;Brazil;SWFN;;;;
Umuwa Airport;Umuwa;Australia;YUMU;;;;
La Araucanía Airport;Temuco;Chile;SCQP;;;;
Arathusa Safari Lodge Airport;Arathusa;South Africa;FACC;;;;
Vidalia Regional Airport;Vidalia;United States;KVDI;;;;
Granbury Regional Airport;Granbury;United States;KGDJ;;;;
Oswego County Airport;Fulton;United States;KFZY;;;;
New Islamabad International Airport;Islamabad;Pakistan;OPIS;;;;
Vumbura Airport;Vumburu;Botswana;FBVM;;;;
Farm Whitwater East Landing Strip;Hardap;Namibia;FYGK;;;;
Muwaffaq Salti Air Base;AZRAQ;Jordan;OJ40;;;;
Kirkjubæjarklaustur Airport;Kirkjubaejarklaustur ;Iceland;BIKL;;;;
Fazenda Uiapuru Airport;COMODORO;Brazil;SWVJ;;;;
Whitehorse Seaplane Base;Whitehorse;Canada;CEZ5;;;;
Pertominsk Airport;Pertominsk;Russia;ULAT;;;;
Mount Weld Airport;Laverton;Australia;YMNW;;;;
Kidston Airport;Kidston;Australia;YKID;;;;
Klaksvik Heliport;Klaksvik;Faroe Islands;EKKV;;;;
Mitchell Municipal Airport;Mitchell;United States;KMHE;;;;
Hunda Airport;Tubu Tree Camp;Botswana;FBHU;;;;
Mchauru Airport;Geita;Tanzania;HTRU;;;;
Gitega Airport;Gitega;Burundi;HBBE;;;;
Región de Murcia International Airport;Murcia;Spain;LEMI;;;;
Fazenda Kajussol Airport;Alta Floresta D'Oeste;Brazil;SJYD;;;;
Pelee Island Airport;Pelee;Canada;CYPT;;;;
Costa Marques Airport;COSTA MARQUES;Brazil;SWCQ;;;;
Mangalore Airport;Mangalore;Australia;YMNG;;;;
San Isidro del General Airport;San Isidro;Costa Rica;MRSI;;;;
Zabrat Airport;Baku;Azerbaijan;UBTT;;;;
Bezmer Air Base;Yambol;Bulgaria;LBIA;;;;
Osovtsy Air Base;Byaroza;Belarus;UMMO;;;;
Yuanmou Air Base;Yuanmou;China;ZPYM;;;;
Changsha Datuopu Airport/AFB;Changsha;China;ZGCS;;;;
Xingcheng Air Base;;China;ZYXC;;;;
Lefkoniko Airport;Geçitkale;Cyprus;LCGK;;;;
Songwe Airport;Mbeya;Tanzania;HTGW;;;;
Kalocsa/Foktő Airport;Kalocsa/Foktő;Hungary;LHKA;;;;
Bilogai-Sugapa Airport;Sugapa-Papua Island;Indonesia;WABV;;;;
Jakkur Aerodrome;Bengaluru;India;VOJK;;;;
Jalal-Abad Airport;Jalal-Abad;Kyrgyzstan;UAFJ;;;;
Ramon Airport;Eilat;Israel;LLER;;;;
Rustaq Airport;Al Masna'ah;Oman;OORQ;;;;
Laguindingan Airport;Cagayan de Oro City;Philippines;RPMY;;;;
Kostomuksha Airport;Kostomuksha;Russia;ULPM;;;;
