Name;City;Country;ICAO;;;;
Piikajarvi Airport;Piikajarvi;Finland;EFPI;;;;
Pori Airport;Pori;Finland;EFPO;;;;
Pudasjärvi Airport;Pudasjarvi;Finland;EFPU;;;;
Pyhäsalmi Airport;Pyhasalmi;Finland;EFPY;;;;
Raahe Pattijoki Airport;Pattijoki;Finland;EFRH;;;;
Rantasalmi Airport;Rantasalmi;Finland;EFRN;;;;
Rovaniemi Airport;Rovaniemi;Finland;EFRO;;;;
Rayskala Airport;Rayskala;Finland;EFRY;;;;
Savonlinna Airport;Savonlinna;Finland;EFSA;;;;
Selanpaa Airport;Selanpaa;Finland;EFSE;;;;
Sodankyla Airport;Sodankyla;Finland;EFSO;;;;
Tampere-Pirkkala Airport;Tampere;Finland;EFTP;;;;
Teisko Airport;Teisko;Finland;EFTS;;;;
Turku Airport;Turku;Finland;EFTU;;;;
Utti Air Base;Utti;Finland;EFUT;;;;
Vaasa Airport;Vaasa;Finland;EFVA;;;;
Varkaus Airport;Varkaus;Finland;EFVR;;;;
Ylivieska Airfield;Ylivieska-raudaskyla;Finland;EFYL;;;;
Belfast International Airport;Belfast;United Kingdom;EGAA;;;;
St Angelo Airport;Enniskillen;United Kingdom;EGAB;;;;
George Best Belfast City Airport;Belfast;United Kingdom;EGAC;;;;
City of Derry Airport;Londonderry;United Kingdom;EGAE;;;;
Birmingham International Airport;Birmingham;United Kingdom;EGBB;;;;
Coventry Airport;Coventry;United Kingdom;EGBE;;;;
Leicester Airport;Leicester;United Kingdom;EGBG;;;;
Gloucestershire Airport;Golouchestershire;United Kingdom;EGBJ;;;;
Wolverhampton Halfpenny Green Airport;Halfpenny Green;United Kingdom;EGBO;;;;
Cotswold Airport;Pailton;United Kingdom;EGBP;;;;
Turweston Airport;Turweston;United Kingdom;EGBT;;;;
Wellesbourne Mountford Airport;Wellesbourne;United Kingdom;EGBW;;;;
Manchester Airport;Manchester;United Kingdom;EGCC;;;;
Manchester Woodford Airport;Woodfort;United Kingdom;EGCD;;;;
Royal Marines Base Chivenor Airport;Chivenor;United Kingdom;EGDC;;;;
Newquay Cornwall Airport;Newquai;United Kingdom;EGHQ;;;;
RAF Lyneham;Lyneham;United Kingdom;EGDL;;;;
MoD Boscombe Down Airport;Boscombe Down;United Kingdom;EGDM;;;;
RNAS Culdrose;Culdrose;United Kingdom;EGDR;;;;
MoD St. Athan;St. Athan;United Kingdom;EGDX;;;;
RNAS Yeovilton;Yeovilton;United Kingdom;EGDY;;;;
Haverfordwest Airport;Haverfordwest;United Kingdom;EGFE;;;;
Cardiff International Airport;Cardiff;United Kingdom;EGFF;;;;
Swansea Airport;Swansea;United Kingdom;EGFH;;;;
Bristol Airport;Bristol;United Kingdom;EGGD;;;;
Liverpool John Lennon Airport;Liverpool;United Kingdom;EGGP;;;;
London Luton Airport;London;United Kingdom;EGGW;;;;
Plymouth City Airport;Plymouth;United Kingdom;EGHD;;;;
Bournemouth Airport;Bournemouth;United Kingdom;EGHH;;;;
Southampton Airport;Southampton;United Kingdom;EGHI;;;;
Lasham Airport;Lasham;United Kingdom;EGHL;;;;
Alderney Airport;Alderney;Guernsey;EGJA;;;;
Guernsey Airport;Guernsey;Guernsey;EGJB;;;;
Jersey Airport;Jersey;Jersey;EGJJ;;;;
Shoreham Airport;Shoreham By Sea;United Kingdom;EGKA;;;;
London Biggin Hill Airport;Biggin Hill;United Kingdom;EGKB;;;;
London Gatwick Airport;London;United Kingdom;EGKK;;;;
London City Airport;London;United Kingdom;EGLC;;;;
Farnborough Airport;Farnborough;United Kingdom;EGLF;;;;
Chalgrove Airport;Chalsgrove;United Kingdom;EGLJ;;;;
Blackbushe Airport;Blackbushe;United Kingdom;EGLK;;;;
London Heathrow Airport;London;United Kingdom;EGLL;;;;
Southend Airport;Southend;United Kingdom;EGMC;;;;
Lydd Airport;Lydd;United Kingdom;EGMD;;;;
Kent International Airport;Manston;United Kingdom;EGMH;;;;
Brough Airport;Brough;United Kingdom;EGNB;;;;
Carlisle Airport;Carlisle;United Kingdom;EGNC;;;;
Retford Gamston Airport;Repton;United Kingdom;EGNE;;;;
Blackpool International Airport;Blackpool;United Kingdom;EGNH;;;;
Humberside Airport;Humberside;United Kingdom;EGNJ;;;;
Barrow Walney Island Airport;Barrow Island;United Kingdom;EGNL;;;;
Leeds Bradford Airport;Leeds;United Kingdom;EGNM;;;;
Warton Airport;Warton;United Kingdom;EGNO;;;;
Hawarden Airport;Hawarden;United Kingdom;EGNR;;;;
Isle of Man Airport;Isle Of Man;Isle of Man;EGNS;;;;
Newcastle Airport;Newcastle;United Kingdom;EGNT;;;;
Durham Tees Valley Airport;Teesside;United Kingdom;EGNV;;;;
East Midlands Airport;East Midlands;United Kingdom;EGNX;;;;
Llanbedr Airport;Llanbedr;United Kingdom;EGOD;;;;
RAF Ternhill;Ternhill;United Kingdom;EGOE;;;;
RAF Shawbury;Shawbury;United Kingdom;EGOS;;;;
RAF Woodvale;Woodvale;United Kingdom;EGOW;;;;
Kirkwall Airport;Kirkwall;United Kingdom;EGPA;;;;
Sumburgh Airport;Sumburgh;United Kingdom;EGPB;;;;
Wick Airport;Wick;United Kingdom;EGPC;;;;
Aberdeen Dyce Airport;Aberdeen;United Kingdom;EGPD;;;;
Inverness Airport;Inverness;United Kingdom;EGPE;;;;
Glasgow International Airport;Glasgow;United Kingdom;EGPF;;;;
Edinburgh Airport;Edinburgh;United Kingdom;EGPH;;;;
Islay Airport;Islay;United Kingdom;EGPI;;;;
Glasgow Prestwick Airport;Prestwick;United Kingdom;EGPK;;;;
Benbecula Airport;Benbecula;United Kingdom;EGPL;;;;
Scatsta Airport;Scatsta;United Kingdom;EGPM;;;;
Dundee Airport;Dundee;United Kingdom;EGPN;;;;
Stornoway Airport;Stornoway;United Kingdom;EGPO;;;;
Tiree Airport;Tiree;United Kingdom;EGPU;;;;
RAF Leuchars;Leuchars;United Kingdom;EGQL;;;;
RAF Lossiemouth;Lossiemouth;United Kingdom;EGQS;;;;
Cambridge Airport;Cambridge;United Kingdom;EGSC;;;;
Peterborough Business Airport;Peterborough;United Kingdom;EGSF;;;;
Norwich International Airport;Norwich;United Kingdom;EGSH;;;;
London Stansted Airport;London;United Kingdom;EGSS;;;;
North Weald Airport;North Weald;United Kingdom;EGSX;;;;
Sheffield City Heliport;Fowlmere;United Kingdom;EGSY;;;;
Cranfield Airport;Cranfield;United Kingdom;EGTC;;;;
Exeter International Airport;Exeter;United Kingdom;EGTE;;;;
Bristol Filton Airport;Bristol;United Kingdom;EGTG;;;;
Oxford (Kidlington) Airport;Oxford;United Kingdom;EGTK;;;;
RAF Benson;Benson;United Kingdom;EGUB;;;;
RAF Lakenheath;Lakenheath;United Kingdom;EGUL;;;;
RAF Mildenhall;Mildenhall;United Kingdom;EGUN;;;;
RAF Wattisham;Wattisham;United Kingdom;EGUW;;;;
RAF Wyton;Wyton;United Kingdom;EGUY;;;;
RAF Fairford;Fairford;United Kingdom;EGVA;;;;
RAF Brize Norton;Brize Norton;United Kingdom;EGVN;;;;
RAF Odiham;Odiham;United Kingdom;EGVO;;;;
DCAE Cosford Air Base;Cosford;United Kingdom;EGWC;;;;
RAF Northolt;Northolt;United Kingdom;EGWU;;;;
RAF Coningsby;Coningsby;United Kingdom;EGXC;;;;
RAF Dishforth;Dishforth;United Kingdom;EGXD;;;;
Leeming Airport;Leeming;United Kingdom;EGXE;;;;
Leeds East Airport;Church Fenton;United Kingdom;EGXG;;;;
RAF Honington;Honington;United Kingdom;EGXH;;;;
RAF Cottesmore;Cottesmore;United Kingdom;EGXJ;;;;
RAF Scampton;Scampton;United Kingdom;EGXP;;;;
RAF Wittering;Wittering;United Kingdom;EGXT;;;;
RAF Linton-On-Ouse;Linton-on-ouse;United Kingdom;EGXU;;;;
RAF Waddington;Waddington;United Kingdom;EGXW;;;;
RAF Topcliffe;Topcliffe;United Kingdom;EGXZ;;;;
RAF Cranwell;Cranwell;United Kingdom;EGYD;;;;
RAF Barkston Heath;Barkston Heath;United Kingdom;EGYE;;;;
RAF Marham;Marham;United Kingdom;EGYM;;;;
Mount Pleasant Airport;Mount Pleasant;Falkland Islands;EGYP;;;;
Amsterdam Airport Schiphol;Amsterdam;Netherlands;EHAM;;;;
Budel Airfield Kempen;Weert;Netherlands;EHBD;;;;
Maastricht Aachen Airport;Maastricht;Netherlands;EHBK;;;;
Deelen Air Base;Deelen;Netherlands;EHDL;;;;
Drachten Airport;Drachten;Netherlands;EHDR;;;;
Eindhoven Airport;Eindhoven;Netherlands;EHEH;;;;
Eelde Airport;Groningen;Netherlands;EHGG;;;;
Gilze Rijen Air Base;Gilze-rijen;Netherlands;EHGR;;;;
De Kooy Airport;De Kooy;Netherlands;EHKD;;;;
Lelystad Airport;Lelystad;Netherlands;EHLE;;;;
Leeuwarden Air Base;Leeuwarden;Netherlands;EHLW;;;;
Rotterdam The Hague Airport;Rotterdam;Netherlands;EHRD;;;;
Soesterberg Air Base;Soesterberg;Netherlands;EHSB;;;;
Twente Airport;Enschede;Netherlands;EHTW;;;;
Valkenburg Naval Air Base;Valkenburg;Netherlands;EHVB;;;;
Woensdrecht Air Base;Woensdrecht;Netherlands;EHWO;;;;
Cork Airport;Cork;Ireland;EICK;;;;
Galway Airport;Galway;Ireland;EICM;;;;
Dublin Airport;Dublin;Ireland;EIDW;;;;
Ireland West Knock Airport;Connaught;Ireland;EIKN;;;;
Kerry Airport;Kerry;Ireland;EIKY;;;;
Casement Air Base;Casement;Ireland;EIME;;;;
Shannon Airport;Shannon;Ireland;EINN;;;;
Sligo Airport;Sligo;Ireland;EISG;;;;
Waterford Airport;Waterford;Ireland;EIWF;;;;
Aarhus Airport;Aarhus;Denmark;EKAH;;;;
Billund Airport;Billund;Denmark;EKBI;;;;
Copenhagen Kastrup Airport;Copenhagen;Denmark;EKCH;;;;
Esbjerg Airport;Esbjerg;Denmark;EKEB;;;;
Grønholt Hillerød Airport;Gronholt;Denmark;EKGH;;;;
Karup Airport;Karup;Denmark;EKKA;;;;
Læsø Airport;Laeso;Denmark;EKLS;;;;
Lolland Falster Maribo Airport;Maribo;Denmark;EKMB;;;;
Odense Airport;Odense;Denmark;EKOD;;;;
Kruså-Padborg Airport;Krusa-padborg;Denmark;EKPB;;;;
Copenhagen Roskilde Airport;Copenhagen;Denmark;EKRK;;;;
Bornholm Airport;Ronne;Denmark;EKRN;;;;
Sønderborg Airport;Soenderborg;Denmark;EKSB;;;;
Skrydstrup Air Base;Skrydstrup;Denmark;EKSP;;;;
Skive Airport;Skive;Denmark;EKSV;;;;
Thisted Airport;Thisted;Denmark;EKTS;;;;
Kolding Vamdrup Airfield;Kolding;Denmark;EKVD;;;;
Vagar Airport;Vagar;Faroe Islands;EKVG;;;;
Vesthimmerlands Flyveplads;Vesthimmerland;Denmark;EKVH;;;;
Stauning Airport;Stauning;Denmark;EKVJ;;;;
Aalborg Airport;Aalborg;Denmark;EKYT;;;;
Luxembourg-Findel International Airport;Luxemburg;Luxembourg;ELLX;;;;
Ålesund Airport;Alesund;Norway;ENAL;;;;
Andøya Airport;Andoya;Norway;ENAN;;;;
Alta Airport;Alta;Norway;ENAT;;;;
Bømoen Airport;Voss;Norway;ENBM;;;;
Brønnøysund Airport;Bronnoysund;Norway;ENBN;;;;
Bodø Airport;Bodo;Norway;ENBO;;;;
Bergen Airport Flesland;Bergen;Norway;ENBR;;;;
Båtsfjord Airport;Batsfjord;Norway;ENBS;;;;
Kristiansand Airport;Kristiansand;Norway;ENCN;;;;
Geilo Airport Dagali;Geilo;Norway;ENDI;;;;
Bardufoss Airport;Bardufoss;Norway;ENDU;;;;
Harstad/Narvik Airport; Evenes;Harstad/Narvik;EVE;;;;1.667.810.059
Leirin Airport;Fagernes;Norway;ENFG;;;;
Florø Airport;Floro;Norway;ENFL;;;;
Oslo Lufthavn;Oslo;Norway;ENGM;;;;
Haugesund Airport;Haugesund;Norway;ENHD;;;;
Hasvik Airport;Hasvik;Norway;ENHK;;;;
Kristiansund Airport (Kvernberget);Kristiansund;Norway;ENKB;;;;
Kjeller Airport;Kjeller;Norway;ENKJ;;;;
Kirkenes Airport (Høybuktmoen);Kirkenes;Norway;ENKR;;;;
Lista Airport;Farsund;Norway;ENLI;;;;
Molde Airport;Molde;Norway;ENML;;;;
Mosjøen Airport (Kjærstad);Mosjoen;Norway;ENMS;;;;
Banak Airport;Lakselv;Norway;ENNA;;;;
Notodden Airport;Notodden;Norway;ENNO;;;;
Ørland Airport;Orland;Norway;ENOL;;;;
Røros Airport;Roros;Norway;ENRO;;;;
Moss Airport; Rygge;Rygge;RYG;;;;10.785.439
Svalbard Airport; Longyear;Svalbard;LYR;;;;1.546.560.001
Skien Airport;Skien;Norway;ENSN;;;;
Stord Airport;Stord;Norway;ENSO;;;;
Sandnessjøen Airport (Stokka);Sandnessjoen;Norway;ENST;;;;
Tromsø Airport;;Tromso;TOS;;;;1.891.889.954
Sandefjord Airport; Torp;Sandefjord;TRF;;;;1.025.860.024
Trondheim Airport Værnes;Trondheim;Norway;ENVA;;;;
Stavanger Airport Sola;Stavanger;Norway;ENZV;;;;
Babice Airport;Warsaw;Poland;EPBC;;;;
Gdańsk Lech Wałęsa Airport;Gdansk;Poland;EPGD;;;;
Kraków John Paul II International Airport;Krakow;Poland;EPKK;;;;
Muchowiec Airport;Katowice;Poland;EPKM;;;;
Katowice International Airport;Katowice;Poland;EPKT;;;;
Mielec Airport;Mielec;Poland;EPML;;;;
Poznań-Ławica Airport;Poznan;Poland;EPPO;;;;
Rzeszów-Jasionka Airport;Rzeszow;Poland;EPRZ;;;;
"Szczecin-Goleniów ""Solidarność"" Airport";Szczecin;Poland;EPSC;;;;
Redzikowo Air Base;Slupsk;Poland;EPSK;;;;
Swidwin Military Air Base;Shapaja;Poland;EPSN;;;;
Warsaw Chopin Airport;Warsaw;Poland;EPWA;;;;
Copernicus Wrocław Airport;Wroclaw;Poland;EPWR;;;;
Zielona Góra-Babimost Airport;Zielona Gora;Poland;EPZG;;;;
Malmen Air Base;Linkoeping;Sweden;ESCF;;;;
Bråvalla Air Base;Norrkoeping;Sweden;ESCK;;;;
Uppsala Airport;Uppsala;Sweden;ESCM;;;;
Ronneby Airport;Ronneby;Sweden;ESDF;;;;
Råda Air Base;Rada;Sweden;ESFR;;;;
Gothenburg-Landvetter Airport;Gothenborg;Sweden;ESGG;;;;
Jönköping Airport;Joenkoeping;Sweden;ESGJ;;;;
Falköping Airport;Falkoping;Sweden;ESGK;;;;
Lidköping-Hovby Airport;Lidkoping;Sweden;ESGL;;;;
Gothenburg City Airport;Gothenborg;Sweden;ESGP;;;;
Skövde Airport;Skovde;Sweden;ESGR;;;;
Trollhättan-Vänersborg Airport;Trollhattan;Sweden;ESGT;;;;
Karlsborg Air Base;Karlsborg;Sweden;ESIA;;;;
Såtenäs Air Base;Satenas;Sweden;ESIB;;;;
Barkarby Airport;Stockholm;Sweden;ESKB;;;;
Karlskoga Airport;Karlskoga;Sweden;ESKK;;;;
Mora Airport;Mora;Sweden;ESKM;;;;
Stockholm Skavsta Airport;Stockholm;Sweden;ESKN;;;;
Arvika Airport;Arvika;Sweden;ESKV;;;;
Emmaboda Airfield;Emmaboda;Sweden;ESMA;;;;
Feringe Airport;Ljungby;Sweden;ESMG;;;;
Kristianstad Airport;Kristianstad;Sweden;ESMK;;;;
Landskrona Airport;Landskrona;Sweden;ESML;;;;
Oskarshamn Airport;Oskarshamn;Sweden;ESMO;;;;
Anderstorp Airport;Anderstorp;Sweden;ESMP;;;;
Kalmar Airport;Kalkmar;Sweden;ESMQ;;;;
Malmö Sturup Airport;Malmoe;Sweden;ESMS;;;;
Halmstad Airport;Halmstad;Sweden;ESMT;;;;
Hagshult Air Base;Hagshult;Sweden;ESMV;;;;
Växjö Kronoberg Airport;Vaxjo;Sweden;ESMX;;;;
Hallviken Airport;Hallviken;Sweden;ESNA;;;;
Hedlanda Airport;Hede;Sweden;ESNC;;;;
Sveg Airport;Sveg;Sweden;ESND;;;;
Gällivare Airport;Gallivare;Sweden;ESNG;;;;
Hudiksvall Airport;Hudiksvall;Sweden;ESNH;;;;
Jokkmokk Airport;Jokkmokk;Sweden;ESNJ;;;;
Kramfors Sollefteå Airport;Kramfors;Sweden;ESNK;;;;
Lycksele Airport;Lycksele;Sweden;ESNL;;;;
Optand Airport;Optand;Sweden;ESNM;;;;
Sundsvall-Härnösand Airport;Sundsvall;Sweden;ESNN;;;;
Örnsköldsvik Airport;Ornskoldsvik;Sweden;ESNO;;;;
Piteå Airport;Pitea;Sweden;ESNP;;;;
Kiruna Airport;Kiruna;Sweden;ESNQ;;;;
Orsa Airport;Orsa;Sweden;ESNR;;;;
Skellefteå Airport;Skelleftea;Sweden;ESNS;;;;
Sättna Airport;Sattna;Sweden;ESNT;;;;
Umeå Airport;Umea;Sweden;ESNU;;;;
Vilhelmina Airport;Vilhelmina;Sweden;ESNV;;;;
Arvidsjaur Airport;Arvidsjaur;Sweden;ESNX;;;;
Örebro Airport;Orebro;Sweden;ESOE;;;;
Stockholm Västerås Airport;Vasteras;Sweden;ESOW;;;;
Luleå Airport;Lulea;Sweden;ESPA;;;;
Vidsel Air Base;Vidsel;Sweden;ESPE;;;;
Arboga Airport;Arboga;Sweden;ESQO;;;;
Stockholm-Arlanda Airport;Stockholm;Sweden;ESSA;;;;
Stockholm-Bromma Airport;Stockholm;Sweden;ESSB;;;;
Borlange Airport;Borlange;Sweden;ESSD;;;;
Hultsfred Airport;Hultsfred;Sweden;ESSF;;;;
Gävle Sandviken Airport;Gavle;Sweden;ESSK;;;;
Linköping City Airport;Linkoeping;Sweden;ESSL;;;;
Norrköping Airport;Norrkoeping;Sweden;ESSP;;;;
Eskilstuna Airport;Eskilstuna;Sweden;ESSU;;;;
Visby Airport;Visby;Sweden;ESSV;;;;
Kalixfors Airport;Kalixfors;Sweden;ESUK;;;;
Spangdahlem Air Base;Spangdahlem;Germany;ETAD;;;;
Ramstein Air Base;Ramstein;Germany;ETAR;;;;
[Duplicate] Giebelstadt Army Air Field;Giebelstadt;Germany;ETEU;;;;
Bückeburg Air Base;Brueckeburg;Germany;ETHB;;;;
Celle Airport;Celle;Germany;ETHC;;;;
Rheine Bentlage Air Base;Rheine-brentlange;Germany;ETHE;;;;
Fritzlar Airport;Fritzlar;Germany;ETHF;;;;
Laupheim Air Base;Laupheim;Germany;ETHL;;;;
Mendig Airfield;Mendig;Germany;ETHM;;;;
Niederstetten Army Air Base;Niederstetten;Germany;ETHN;;;;
Roth Airport;Roth;Germany;ETHR;;;;
Fassberg Air Base;Fassberg;Germany;ETHS;;;;
Grafenwohr Army Air Field;Grafenwoehr;Germany;ETIC;;;;
Hanau Army Air Field;Hanau;Germany;ETID;;;;
Hohenfels Army Air Field;Hohenfels;Germany;ETIH;;;;
Flugplatz Kitzingen;Kitzingen;Germany;ETIN;;;;
Nordholz Naval Airbase;Nordholz;Germany;ETMN;;;;
Diepholz Air Base;Diepholz;Germany;ETND;;;;
Geilenkirchen Air Base;Geilenkirchen;Germany;ETNG;;;;
Hohn Air Base;Hohn;Germany;ETNH;;;;
Jever Air Base;Jever;Germany;ETNJ;;;;
Rostock-Laage Airport;Laage;Germany;ETNL;;;;
Nörvenich Air Base;Noervenich;Germany;ETNN;;;;
Schleswig Air Base;Schleswig;Germany;ETNS;;;;
Wittmundhafen Airport;Wittmundhafen;Germany;ETNT;;;;
Wunstorf Air Base;Wunstorf;Germany;ETNW;;;;
Vilseck Army Air Field;Vilseck;Germany;ETOI;;;;
Coleman Army Air Field;Coleman;Germany;ETOR;;;;
Wiesbaden Army Airfield;Wiesbaden;Germany;ETOU;;;;
Landsberg Lech Air Base;Landsberg;Germany;ETSA;;;;
Büchel Air Base;Buechel;Germany;ETSB;;;;
Erding Airport;Erding;Germany;ETSE;;;;
Fürstenfeldbruck Air Base;Fuerstenfeldbruck;Germany;ETSF;;;;
Holzdorf Air Base;Holzdorf;Germany;ETSH;;;;
Ingolstadt Manching Airport;Ingolstadt;Germany;ETSI;;;;
Lechfeld Air Base;Lechfeld;Germany;ETSL;;;;
Neuburg AFB;Neuburg;Germany;ETSN;;;;
Gütersloh Air Base;Guetersloh;Germany;ETUO;;;;
Alexander Bay Airport;Alexander Bay;South Africa;FAAB;;;;
Aggeneys Airport;Aggeneys;South Africa;FAAG;;;;
Brakpan Airport;Brakpan;South Africa;FABB;;;;
Bisho Airport;Bisho;South Africa;FABE;;;;
Bram Fischer International Airport;Bloemfontein;South Africa;FABL;;;;
Bethlehem Airport;Bethlehem;South Africa;FABM;;;;
Hendrik Potgieter Airport;Bothaville;South Africa;FABO;;;;
Cape Town International Airport;Cape Town;South Africa;FACT;;;;
Calvinia Airport;Calvinia;South Africa;FACV;;;;
King Shaka International Airport;Durban;South Africa;FALE;;;;
Ben Schoeman Airport;East London;South Africa;FAEL;;;;
Ermelo Airport;Ermelo;South Africa;FAEO;;;;
Ficksburg Sentraoes Airport;Ficksburg;South Africa;FAFB;;;;
Grand Central Airport;Johannesburg;South Africa;FAGC;;;;
George Airport;George;South Africa;FAGG;;;;
Graaff Reinet Airport;Graaff Reinet;South Africa;FAGR;;;;
Grahamstown Airport;Grahamstown;South Africa;FAGT;;;;
Greytown Airport;Greytown;South Africa;FAGY;;;;
Harmony Airport;Harmony;South Africa;FAHA;;;;
Harrismith Airport;Harrismith;South Africa;FAHR;;;;
Hoedspruit Air Force Base Airport;Hoedspruit;South Africa;FAHS;;;;
Gariep Dam Airport;Hendrik Verwoerddam;South Africa;FAHV;;;;
OR Tambo International Airport;Johannesburg;South Africa;FAOR;;;;
P C Pelser Airport;Klerksdorp;South Africa;FAKD;;;;
Kimberley Airport;Kimberley;South Africa;FAKM;;;;
Krugersdorp Airport;Krugersdorp;South Africa;FAKR;;;;
Kroonstad Airport;Kroonstad;South Africa;FAKS;;;;
Johan Pienaar Airport;Kuruman;South Africa;FAKU;;;;
Kleinsee Airport;Kleinsee;South Africa;FAKZ;;;;
Lanseria Airport;Johannesburg;South Africa;FALA;;;;
Lichtenburg Airport;Lichtenburg;South Africa;FALI;;;;
Makhado Air Force Base Airport;Lambertsbaai;South Africa;FALM;;;;
Langebaanweg Airport;Langebaanweg;South Africa;FALW;;;;
Ladysmith Airport;Ladysmith;South Africa;FALY;;;;
Middelburg Airport;Middelburg;South Africa;FAMB;;;;
Margate Airport;Margate;South Africa;FAMG;;;;
Marble Hall Airport;Marble Hall;South Africa;FAMI;;;;
Majuba Power Station Airport;Majuba Power Station;South Africa;FAMJ;;;;
Riverside Airport;Malalane;South Africa;FAMN;;;;
Morningside Farm Airport;Musina;South Africa;FAMS;;;;
Mkuze Airport;Mkuze;South Africa;FAMU;;;;
Newcastle Airport;Newcastle;South Africa;FANC;;;;
Nylstroom Airfield;Nylstroom;South Africa;FANY;;;;
Overberg Airport;Overberg;South Africa;FAOB;;;;
Oudtshoorn Airport;Oudtshoorn;South Africa;FAOH;;;;
Port Elizabeth Airport;Port Elizabeth;South Africa;FAPE;;;;
Plettenberg Bay Airport;Plettenberg Bay;South Africa;FAPG;;;;
Hendrik Van Eck Airport;Phalaborwa;South Africa;FAPH;;;;
Pietersburg Municipal Airport;Polokwane;South Africa;FAPI;;;;
Port St Johns Airport;Port Saint Johns;South Africa;FAPJ;;;;
Pietermaritzburg Airport;Pietermaritzburg;South Africa;FAPM;;;;
Pilanesberg International Airport;Pilanesberg;South Africa;FAPN;;;;
Polokwane International Airport;Potgietersrus;South Africa;FAPP;;;;
Potchefstroom Airport;Potchefstroom;South Africa;FAPS;;;;
Parys Airport;Parys;South Africa;FAPY;;;;
Queenstown Airport;Queenstown;South Africa;FAQT;;;;
Richards Bay Airport;Richard's Bay;South Africa;FARB;;;;
Rustenburg Airport;Rustenburg;South Africa;FARG;;;;
Robertson Airport;Robertson;South Africa;FARS;;;;
Springbok Airport;Springbok;South Africa;FASB;;;;
Secunda Airport;Secunda;South Africa;FASC;;;;
Saldanha /Vredenburg Airport;Saldanha;South Africa;FASD;;;;
Springs Airfield;Springs;South Africa;FASI;;;;
Swartkop Air Force Base;Swartkop;South Africa;FASK;;;;
Sishen Airport;Sishen;South Africa;FASS;;;;
Hendrik Swellengrebel Airport;Swellendam;South Africa;FASX;;;;
Skukuza Airport;Skukuza;South Africa;FASZ;;;;
Tommys Field Airport;Tommy's Field;South Africa;FATF;;;;
New Tempe Airport;Bloemfontein;South Africa;FATP;;;;
Tutuka Power Station Airport;Tutuka;South Africa;FATT;;;;
Tzaneen Airport;Tzaneen;South Africa;FATZ;;;;
Prince Mangosuthu Buthelezi Airport;Ulundi;South Africa;FAUL;;;;
Pierre Van Ryneveld Airport;Upington;South Africa;FAUP;;;;
K. D. Matanzima Airport;Umtata;South Africa;FAUT;;;;
Vryburg Airport;Vryburg;South Africa;FAVB;;;;
Virginia Airport;Durban;South Africa;FAVG;;;;
Vredendal Airport;Vredendal;South Africa;FAVR;;;;
Vereeniging Airport;Vereeniging;South Africa;FAVV;;;;
Wonderboom Airport;Pretoria;South Africa;FAWB;;;;
Witbank Airport;Witbank;South Africa;FAWI;;;;
Waterkloof Air Force Base;Waterkloof;South Africa;FAWK;;;;
Welkom Airport;Welkom;South Africa;FAWM;;;;
Ysterplaat Air Force Base;Ysterplaat;South Africa;FAYP;;;;
Zeerust Airport;Zeerust;South Africa;FAZR;;;;
Francistown Airport;Francistown;Botswana;FBFT;;;;
Jwaneng Airport;Jwaneng;Botswana;FBJW;;;;
Kasane Airport;Kasane;Botswana;FBKE;;;;
Maun Airport;Maun;Botswana;FBMN;;;;
Sir Seretse Khama International Airport;Gaberone;Botswana;FBSK;;;;
Selebi Phikwe Airport;Selebi-phikwe;Botswana;FBSP;;;;
Maya-Maya Airport;Brazzaville;Congo (Brazzaville);FCBB;;;;
Owando Airport;Owando;Congo (Kinshasa);FCOO;;;;
Ouesso Airport;Ouesso;Congo (Kinshasa);FCOU;;;;
Pointe Noire Airport;Pointe-noire;Congo (Brazzaville);FCPP;;;;
Matsapha Airport;Manzini;Swaziland;FDMS;;;;
Bangui M'Poko International Airport;Bangui;Central African Republic;FEFF;;;;
Berbérati Airport;Berberati;Central African Republic;FEFT;;;;
Bata Airport;Bata;Equatorial Guinea;FGBT;;;;
Malabo Airport;Malabo;Equatorial Guinea;FGSL;;;;
RAF Ascension Island;Wide Awake;Saint Helena;FHAW;;;;
Sir Seewoosagur Ramgoolam International Airport;Plaisance;Mauritius;FIMP;;;;
Sir Charles Gaetan Duval Airport;Rodriguez Island;Mauritius;FIMR;;;;
Diego Garcia Naval Support Facility;Diego Garcia Island;British Indian Ocean Territory;FJDG;;;;
Tiko Airport;Tiko;Cameroon;FKKC;;;;
Douala International Airport;Douala;Cameroon;FKKD;;;;
Salak Airport;Maroua;Cameroon;FKKL;;;;
Foumban Nkounja Airport;Foumban;Cameroon;FKKM;;;;
N'Gaoundéré Airport;N'gaoundere;Cameroon;FKKN;;;;
Garoua International Airport;Garoua;Cameroon;FKKR;;;;
Bafoussam Airport;Bafoussam;Cameroon;FKKU;;;;
Bamenda Airport;Bamenda;Cameroon;FKKV;;;;
Yaoundé Airport;Yaounde;Cameroon;FKKY;;;;
Kasompe Airport;Kasompe;Zambia;FLKE;;;;
Livingstone Airport;Livingstone;Zambia;FLLI;;;;
Kenneth Kaunda International Airport Lusaka;Lusaka;Zambia;FLLS;;;;
Mfuwe Airport;Mfuwe;Zambia;FLMF;;;;
Mongu Airport;Mongu;Zambia;FLMG;;;;
Simon Mwansa Kapwepwe International Airport;Ndola;Zambia;FLND;;;;
Southdowns Airport;Southdowns;Zambia;FLSO;;;;
Prince Said Ibrahim International Airport;Moroni;Comoros;FMCH;;;;
